votes,no_answers,questions,links,tags
8,4,Does the Chinese Room argument hold against AI?,/questions/123/does-the-chinese-room-argument-hold-against-ai,"philosophy,chinese-room"
2,,Predicting chemical reactions using AI,/questions/1390/predicting-chemical-reactions-using-ai,"deep-learning,research,prediction"
6,1,What's the difference between hyperbolic tangent and sigmoid neurons?,/questions/113/whats-the-difference-between-hyperbolic-tangent-and-sigmoid-neurons,"deep-network,neural-networks,machine-learning,hidden-layers"
6,,How do evolutionary algorithms have advantages over the conventional backpropagation methods?,/questions/1539/how-do-evolutionary-algorithms-have-advantages-over-the-conventional-backpropaga,"neural-networks,comparison,backpropagation,evolutionary-algorithms"
9,4,Is the pattern recognition capability of CNNs limited to image processing?,/questions/70/is-the-pattern-recognition-capability-of-cnns-limited-to-image-processing,"deep-network,neural-networks,image-recognition,conv-neural-network"
4,,What is the calcium equivalent role in neural networks,/questions/2023/what-is-the-calcium-equivalent-role-in-neural-networks,"philosophy,unsupervised-learning,neurons"
3,,Why would neural network dream scenes mirror the hallucinations people experience when they're tripping?,/questions/167/why-would-neural-network-dream-scenes-mirror-the-hallucinations-people-experienc,"conv-neural-network,deepdream,computer-vision,deepdreaming"
13,,What is fuzzy logic?,/questions/10/what-is-fuzzy-logic,"deep-network,fuzzy-logic"
4,,How does Lucas's argument work?,/questions/120/how-does-lucass-argument-work,"philosophy,incompleteness-theorems"
1,1,How much of Deep Mind's work is actually reproducible?,/questions/1290/how-much-of-deep-minds-work-is-actually-reproducible,"neural-networks,deep-learning,research"
5,3,What are the main problems hindering current AI development?,/questions/60/what-are-the-main-problems-hindering-current-ai-development,"machine-learning,obstacles"
2,2,How exactly is the value of each node determined? Is it the same formula throughout the network?,/questions/1535/how-exactly-is-the-value-of-each-node-determined-is-it-the-same-formula-through,neural-networks
3,1,"Can a single neural network handle recognizing two types of objects, or should it be split into two smaller networks?",/questions/13/can-a-single-neural-network-handle-recognizing-two-types-of-objects-or-should-i,"neural-networks,image-recognition"
1,,Can DeepDream produce a “dream” from 3 images?,/questions/151/can-deepdream-produce-a-dream-from-3-images,"conv-neural-network,deepdream"
4,,What kind of body (if any) does intelligence require?,/questions/1415/what-kind-of-body-if-any-does-intelligence-require,"agi,gofai,embodied-cognition"
3,,Can an evolutionary algorithm adapt to a changing environment?,/questions/2078/can-an-evolutionary-algorithm-adapt-to-a-changing-environment,"evolutionary-algorithms,online-learning"
1,1,What AI concept is behind the Mars Exploration Rover (MER)?,/questions/1955/what-ai-concept-is-behind-the-mars-exploration-rover-mer,"control-problem,robotics,nasa"
4,1,Issues with and alternatives to Deep Learning approaches?,/questions/248/issues-with-and-alternatives-to-deep-learning-approaches,deep-learning
11,5,What is the difference between artificial intelligence and machine learning?,/questions/35/what-is-the-difference-between-artificial-intelligence-and-machine-learning,"machine-learning,terminology"
8,,Could a Boltzmann machine store more patterns than a Hopfield net?,/questions/1525/could-a-boltzmann-machine-store-more-patterns-than-a-hopfield-net,"neural-networks,comparison,recurrent-neural-networks,associative-memory"
0,,What are some techniques/method that can be used to train and detect objects like cars and humans?,/questions/1961/what-are-some-techniques-method-that-can-be-used-to-train-and-detect-objects-lik,"object-recognition,detecting-patterns"
0,,Which techniques can achieve neural doodle in real-time?,/questions/1537/which-techniques-can-achieve-neural-doodle-in-real-time,"research,algorithm,real-time,neural-doodle,texture-synthesis"
2,,How could Deep Blue possibly cheat?,/questions/1517/how-could-deep-blue-possibly-cheat,"chess,deep-blue,challenges,game-theory"
1,1,Are there emergent models of time in robots?,/questions/184/are-there-emergent-models-of-time-in-robots,"knowledge-representation,time,embodied-cognition,grounded-cognition,emergence"
6,,How do evolutionary algorithms have advantages over the conventional backpropagation methods?,/questions/1539/how-do-evolutionary-algorithms-have-advantages-over-the-conventional-backpropaga,"neural-networks,comparison,backpropagation,evolutionary-algorithms"
1,,What would the Valkyrie AI robot do on Mars?,/questions/1658/what-would-the-valkyrie-ai-robot-do-on-mars,"robotics,nasa,darpa"
2,,How to write C decompiler using AI?,/questions/205/how-to-write-c-decompiler-using-ai,"algorithm,deep-learning"
0,,Which neural network has capabilities of sorting input?,/questions/1508/which-neural-network-has-capabilities-of-sorting-input,neural-networks
1,,How to achieve recognition of postures and gestures?,/questions/1644/how-to-achieve-recognition-of-postures-and-gestures,"image-recognition,robots,gesture-recognition,posture-recognition,detecting-patterns"
5,,Why is the generation of deep style images so slow and resource-hungry?,/questions/152/why-is-the-generation-of-deep-style-images-so-slow-and-resource-hungry,"performance,neural-doodle,deepdreaming"
-4,,Is Deep Blue superintelligent or not? [closed],/questions/1431/is-deep-blue-superintelligent-or-not,"definitions,deep-blue"
0,,Which deep networks are scalable in terms of “talking” to each other?,/questions/160/which-deep-networks-are-scalable-in-terms-of-talking-to-each-other,"algorithm,deep-learning,computer-vision"
1,,How close we are to replacing guide dogs with AI?,/questions/1487/how-close-we-are-to-replacing-guide-dogs-with-ai,"neural-networks,applications"
6,2,Is Prolog still used in AI?,/questions/1531/is-prolog-still-used-in-ai,"history,programming-languages,prolog"
6,,What is the difference between MLP and RBF?,/questions/227/what-is-the-difference-between-mlp-and-rbf,"comparison,mlp,rbf"
2,1,How important is true randomness in AI designs?,/questions/1332/how-important-is-true-randomness-in-ai-designs,"ai-design,randomness"
0,,How to separate image recognition from logic?,/questions/1485/how-to-separate-image-recognition-from-logic,"neural-networks,conv-neural-network,gaming"
15,,Do scientists know what is happening inside artificial neural networks?,/questions/1479/do-scientists-know-what-is-happening-inside-artificial-neural-networks,"neural-networks,deep-learning,conv-neural-network"
1,,What are the real world uses for solvers?,/questions/67/what-are-the-real-world-uses-for-solvers,"sat,models"
7,,How can I plan the topology of a neural network for a given “random” problem?,/questions/1391/how-can-i-plan-the-topology-of-a-neural-network-for-a-given-random-problem,"neural-networks,topology"
8,3,Is it beneficial to represent a neural net as a matrix?,/questions/1363/is-it-beneficial-to-represent-a-neural-net-as-a-matrix,neural-networks
0,,How does 'Bright score' assess how strong the connection is between users and their jobs?,/questions/1686/how-does-bright-score-assess-how-strong-the-connection-is-between-users-and-th,"social,scoring,big-data"
1,,Can rule induction be considered a way to “hybridize” probabilistic / statistical approaches and symbolic approaches?,/questions/109/can-rule-induction-be-considered-a-way-to-hybridize-probabilistic-statistica,"gofai,rule-induction,symbolic-computing"
1,,Why does unsupervised pre-training help in deep learning?,/questions/88/why-does-unsupervised-pre-training-help-in-deep-learning,"pre-training,unsupervised-learning"
4,1,How to avoid falling into the “local minima” trap? [closed],/questions/1362/how-to-avoid-falling-into-the-local-minima-trap,"neural-networks,backpropagation,gradient-descent"
2,,Is there a way to define the boundaries of the optimal size of a training set?,/questions/1323/is-there-a-way-to-define-the-boundaries-of-the-optimal-size-of-a-training-set,"neural-networks,training,optimization"
1,,How to achieve recognition of postures and gestures?,/questions/1644/how-to-achieve-recognition-of-postures-and-gestures,"image-recognition,robots,gesture-recognition,posture-recognition,detecting-patterns"
1,,Can PHP be considered as a serious programming language for AI? [closed],/questions/1303/can-php-be-considered-as-a-serious-programming-language-for-ai,"neural-networks,programming-languages"
6,,What are the advantages of complex-valued neural networks?,/questions/1295/what-are-the-advantages-of-complex-valued-neural-networks,neural-networks
3,,Can an evolutionary algorithm adapt to a changing environment?,/questions/2078/can-an-evolutionary-algorithm-adapt-to-a-changing-environment,"evolutionary-algorithms,online-learning"
1,,Optimality theory and WI,/questions/82/optimality-theory-and-wi,"neural-networks,optimality-theory"
5,3,What are the main problems hindering current AI development?,/questions/60/what-are-the-main-problems-hindering-current-ai-development,"machine-learning,obstacles"
0,,Training network to detect spelling mistakes,/questions/1494/training-network-to-detect-spelling-mistakes,"deep-learning,datasets,grammar-induction,pattern-languages,language-processing"
0,,How machine learning can help with sustainable development and biological conservation?,/questions/1429/how-machine-learning-can-help-with-sustainable-development-and-biological-conser,"sustainability,ecosystem,biology"
4,,How to classify data which is spiral in shape?,/questions/1987/how-to-classify-data-which-is-spiral-in-shape,"neural-networks,classification,tensorflow"
4,,How can action recognition be achieved?,/questions/1481/how-can-action-recognition-be-achieved,"image-recognition,training,action-recognition,subspace-analysis"
2,,How does Hinton's “capsules theory” work?,/questions/1294/how-does-hintons-capsules-theory-work,neural-networks
1,1,How much of Deep Mind's work is actually reproducible?,/questions/1290/how-much-of-deep-minds-work-is-actually-reproducible,"neural-networks,deep-learning,research"
2,1,Did Minsky & Papert know that multilayer perceptrons could solve XOR?,/questions/1288/did-minsky-papert-know-that-multilayer-perceptrons-could-solve-xor,"neural-networks,history"
5,2,What are the limits to what can be learnt using a backpropagation neural network?,/questions/247/what-are-the-limits-to-what-can-be-learnt-using-a-backpropagation-neural-network,"neural-networks,machine-learning,backpropagation,learning-theory"
0,,Which cellular automaton model is more efficient? Squares or hexagonal?,/questions/136/which-cellular-automaton-model-is-more-efficient-squares-or-hexagonal,"neumann,cellular-automaton,efficiency,codi,snn"
7,,Are neural networks and its variants the only way to reach true artificial intelligence?,/questions/233/are-neural-networks-and-its-variants-the-only-way-to-reach-true-artificial-intel,neural-networks
2,1,Can abstractive summarization be achieved using neural networks?,/questions/207/can-abstractive-summarization-be-achieved-using-neural-networks,"neural-networks,natural-language,text-summarization"
8,,Number of layers in a Neural network,/questions/182/number-of-layers-in-a-neural-network,"neural-networks,hidden-layers"
0,3,AIs' self-evaluation threshold,/questions/172/ais-self-evaluation-threshold,"neural-networks,machine-learning,unsupervised-learning,self-learning"
-1,2,Are there any studies which attempt to use AI to guess the human emotion based on the brainwaves?,/questions/1274/are-there-any-studies-which-attempt-to-use-ai-to-guess-the-human-emotion-based-o,"research,signal-processing"
0,,What's the most suitable format to store huge number of neurons states? [closed],/questions/210/whats-the-most-suitable-format-to-store-huge-number-of-neurons-states,"export,storage"
0,,Do you need single or multiple networks to detect multiple faces?,/questions/1301/do-you-need-single-or-multiple-networks-to-detect-multiple-faces,"deep-network,algorithm,image-recognition,face-recognition"
5,1,What is Statistical relational learning?,/questions/1706/what-is-statistical-relational-learning,"definitions,statistical-ai,srl"
1,,What are the main differences between Deep Boltzmann Machines and Deep Belief Network?,/questions/130/what-are-the-main-differences-between-deep-boltzmann-machines-and-deep-belief-ne,"deep-belief-network,boltzmann-machine"
11,,What is the concept of the technological singularity?,/questions/17/what-is-the-concept-of-the-technological-singularity,"self-learning,singularity"
1,,What are the main differences between Deep Boltzmann Machines and Deep Belief Network?,/questions/130/what-are-the-main-differences-between-deep-boltzmann-machines-and-deep-belief-ne,"deep-belief-network,boltzmann-machine"
1,1,What are some examples of Classical AI?,/questions/103/what-are-some-examples-of-classical-ai,"classical-ai,deductive"
5,,Artificial Intelligence on the blockchain,/questions/1285/artificial-intelligence-on-the-blockchain,"blockchain,decentralized-ai"
3,2,What are the main advantages of using declarative programming languages for building AI?,/questions/108/what-are-the-main-advantages-of-using-declarative-programming-languages-for-buil,declarative-programming
2,,What is the current state-of-the-art in Reinforcement Learning regarding data efficiency?,/questions/1416/what-is-the-current-state-of-the-art-in-reinforcement-learning-regarding-data-ef,"algorithm,research,reinforcement-learning,data-efficiency"
1,,What would the Valkyrie AI robot do on Mars?,/questions/1658/what-would-the-valkyrie-ai-robot-do-on-mars,"robotics,nasa,darpa"
7,,Have any AI systems yet been developed that can knowingly lie to / deceive a human?,/questions/1806/have-any-ai-systems-yet-been-developed-that-can-knowingly-lie-to-deceive-a-hum,"nlp,deception,human-like"
4,1,How could AI be used to augment human biological intelligence?,/questions/224/how-could-ai-be-used-to-augment-human-biological-intelligence,"cyborg,transhuman"
1,,What are the dangers of AI applications for nuclear industry?,/questions/1306/what-are-the-dangers-of-ai-applications-for-nuclear-industry,"industry,applications,danger"
1,,How can genetic programming be used to prevent cyberterrorism?,/questions/1509/how-can-genetic-programming-be-used-to-prevent-cyberterrorism,"genetic-programming,cyberterrorism,security"
12,3,Are there any computational models of mirror neurons?,/questions/156/are-there-any-computational-models-of-mirror-neurons,"neural-networks,models"
4,,Is it possible to train the neural network to solve math equations?,/questions/154/is-it-possible-to-train-the-neural-network-to-solve-math-equations,"neural-networks,computing,math,spatial-cognition"
4,,Is it possible to train the neural network to solve math equations?,/questions/154/is-it-possible-to-train-the-neural-network-to-solve-math-equations,"neural-networks,computing,math,spatial-cognition"
1,,How to deal with huge branching factors in real-time?,/questions/1491/how-to-deal-with-huge-branching-factors-in-real-time,"gaming,branching-factors,real-time"
4,1,Can autoencoders be used for supervised learning?,/questions/153/can-autoencoders-be-used-for-supervised-learning,"neural-networks,unsupervised-learning"
2,2,Can we ever achieve hypercomputation using recurrent neural networks?,/questions/147/can-we-ever-achieve-hypercomputation-using-recurrent-neural-networks,"neural-networks,hypercomputation,recurrent-neural-networks"
5,,"Are there any textual CAPTCHA challenges which can fool AI, but not human?",/questions/1354/are-there-any-textual-captcha-challenges-which-can-fool-ai-but-not-human,"image-recognition,research,ocr,captcha,obfuscation"
1,1,In what ways can connectionist A.I. be integrated with GOFAI?,/questions/146/in-what-ways-can-connectionist-a-i-be-integrated-with-gofai,"neural-networks,classical-ai,gofai,symbolic-computing"
6,1,What's the difference between hyperbolic tangent and sigmoid neurons?,/questions/113/whats-the-difference-between-hyperbolic-tangent-and-sigmoid-neurons,"deep-network,neural-networks,machine-learning,hidden-layers"
5,,Artificial Intelligence on the blockchain,/questions/1285/artificial-intelligence-on-the-blockchain,"blockchain,decentralized-ai"
7,,How is deep learning different from other neural networks?,/questions/86/how-is-deep-learning-different-from-other-neural-networks,"neural-networks,deep-network,comparison"
0,,How machine learning can help with sustainable development and biological conservation?,/questions/1429/how-machine-learning-can-help-with-sustainable-development-and-biological-conser,"sustainability,ecosystem,biology"
1,,Optimality theory and WI,/questions/82/optimality-theory-and-wi,"neural-networks,optimality-theory"
9,4,Is the pattern recognition capability of CNNs limited to image processing?,/questions/70/is-the-pattern-recognition-capability-of-cnns-limited-to-image-processing,"deep-network,neural-networks,image-recognition,conv-neural-network"
2,,Is it possible to implement reinforcement learning using a neural network?,/questions/52/is-it-possible-to-implement-reinforcement-learning-using-a-neural-network,neural-networks
3,1,"Can a single neural network handle recognizing two types of objects, or should it be split into two smaller networks?",/questions/13/can-a-single-neural-network-handle-recognizing-two-types-of-objects-or-should-i,"neural-networks,image-recognition"
1,,What are good APIs out there for (untrained) intent detection? [closed],/questions/1611/what-are-good-apis-out-there-for-untrained-intent-detection,"intent,apis"
4,,Why does my NN not classify these tic tac toe pattern correctly? [closed],/questions/1570/why-does-my-nn-not-classify-these-tic-tac-toe-pattern-correctly,"classification,keras"
1,,Are ANNs just highly distributed lossy compression schemes?,/questions/1895/are-anns-just-highly-distributed-lossy-compression-schemes,"neural-networks,lossy-compression,compression"
5,1,What technologies are needed for a self-driving car?,/questions/1592/what-technologies-are-needed-for-a-self-driving-car,"self-driving,ai-design,high-level-design"
2,2,What are some examples of statistical AI?,/questions/81/what-are-some-examples-of-statistical-ai,"statistical-ai,induction"
1,,What are the dangers of AI applications for nuclear industry?,/questions/1306/what-are-the-dangers-of-ai-applications-for-nuclear-industry,"industry,applications,danger"
1,,In LSTM text generation can low amount of training data be compensated?,/questions/1484/in-lstm-text-generation-can-low-amount-of-training-data-be-compensated,"datasets,lstm,text-generation"
1,1,How can thought vectors be used outside of an Artificial Neural Network (ANN) context?,/questions/1775/how-can-thought-vectors-be-used-outside-of-an-artificial-neural-network-ann-co,"neural-networks,gofai,logic,thought-vectors"
1,,How exactly does a validation data-set work work in machine learning? [closed],/questions/1472/how-exactly-does-a-validation-data-set-work-work-in-machine-learning,"machine-learning,nearest-neighbor,linear-regression,validation-set"
12,,Is Lisp still being used to tackle AI problems?,/questions/77/is-lisp-still-being-used-to-tackle-ai-problems,"history,programming-languages,lisp"
3,3,Does the recent advent of a Go playing computer represent Artificial Intelligence?,/questions/54/does-the-recent-advent-of-a-go-playing-computer-represent-artificial-intelligenc,"game-theory,milestones"
6,,What is the difference between MLP and RBF?,/questions/227/what-is-the-difference-between-mlp-and-rbf,"comparison,mlp,rbf"
3,,Research for misbehavior detection in WiFI networks,/questions/1601/research-for-misbehavior-detection-in-wifi-networks,"neural-networks,research,misbehaviour-detection"
1,,Is it possible to apply deep dream technique for the audio streams?,/questions/159/is-it-possible-to-apply-deep-dream-technique-for-the-audio-streams,"conv-neural-network,media,deepdreaming"
3,,Illustration of Von Neumann's Minimax theorem in games? [closed],/questions/1446/illustration-of-von-neumanns-minimax-theorem-in-games,"gaming,search,minimax,game-theory"
1,,How to achieve recognition of postures and gestures?,/questions/1644/how-to-achieve-recognition-of-postures-and-gestures,"image-recognition,robots,gesture-recognition,posture-recognition,detecting-patterns"
5,,Specific requirements of the Turing Test,/questions/80/specific-requirements-of-the-turing-test,"turing-test,evaluators"
1,1,Are there emergent models of time in robots?,/questions/184/are-there-emergent-models-of-time-in-robots,"knowledge-representation,time,embodied-cognition,grounded-cognition,emergence"
0,,Training network to detect spelling mistakes,/questions/1494/training-network-to-detect-spelling-mistakes,"deep-learning,datasets,grammar-induction,pattern-languages,language-processing"
4,1,How to avoid falling into the “local minima” trap? [closed],/questions/1362/how-to-avoid-falling-into-the-local-minima-trap,"neural-networks,backpropagation,gradient-descent"
1,,What are the challenges for recognising the handwritten characters?,/questions/169/what-are-the-challenges-for-recognising-the-handwritten-characters,"quantum-computing,handwritten-characters,ocr"
0,,Which cellular automaton model is more efficient? Squares or hexagonal?,/questions/136/which-cellular-automaton-model-is-more-efficient-squares-or-hexagonal,"neumann,cellular-automaton,efficiency,codi,snn"
7,,Is there any artificial intelligence that possesses “concentration”?,/questions/1423/is-there-any-artificial-intelligence-that-possesses-concentration,"multitasking,structured-data"
1,,How exactly does a validation data-set work work in machine learning? [closed],/questions/1472/how-exactly-does-a-validation-data-set-work-work-in-machine-learning,"machine-learning,nearest-neighbor,linear-regression,validation-set"
4,,How can thousand-robot swarm coordinate their moves without bumping into each other?,/questions/1426/how-can-thousand-robot-swarm-coordinate-their-moves-without-bumping-into-each-ot,"robots,multi-agent-systems"
5,,Has any research been done on DNN Music?,/questions/1360/has-any-research-been-done-on-dnn-music,"deep-network,machine-learning,music,sound"
5,2,How can the multiple intelligences model be incorporated into AI?,/questions/179/how-can-the-multiple-intelligences-model-be-incorporated-into-ai,"emotional-intelligence,new-ai"
1,2,What is the purpose of the hidden layers?,/questions/42/what-is-the-purpose-of-the-hidden-layers,"hidden-layers,deep-layers"
5,,"Are there any textual CAPTCHA challenges which can fool AI, but not human?",/questions/1354/are-there-any-textual-captcha-challenges-which-can-fool-ai-but-not-human,"image-recognition,research,ocr,captcha,obfuscation"
0,,Which cellular automaton model is more efficient? Squares or hexagonal?,/questions/136/which-cellular-automaton-model-is-more-efficient-squares-or-hexagonal,"neumann,cellular-automaton,efficiency,codi,snn"
0,,How machine learning can help with sustainable development and biological conservation?,/questions/1429/how-machine-learning-can-help-with-sustainable-development-and-biological-conser,"sustainability,ecosystem,biology"
2,,Which learning algorithms are suitable for data leakage detection and prevention?,/questions/1603/which-learning-algorithms-are-suitable-for-data-leakage-detection-and-prevention,"digital-security,learning-algorithms"
0,,Were there any attempts to create a global decentralized AI? [duplicate],/questions/1477/were-there-any-attempts-to-create-a-global-decentralized-ai,"cloud,distributed-computing"
0,,Why did AlphaGo lose its Go game?,/questions/1492/why-did-alphago-lose-its-go-game,"gaming,deepmind"
2,2,How do autonomous robotic vacuum cleaners perceive the environment for navigation?,/questions/1613/how-do-autonomous-robotic-vacuum-cleaners-perceive-the-environment-for-navigatio,"real-time,path-planning,robotics,navigation-systems"
1,1,Are there emergent models of time in robots?,/questions/184/are-there-emergent-models-of-time-in-robots,"knowledge-representation,time,embodied-cognition,grounded-cognition,emergence"
2,,Can we prove that a piece of code in AI software will cause it to never turn against us?,/questions/1401/can-we-prove-that-a-piece-of-code-in-ai-software-will-cause-it-to-never-turn-aga,friendly-ai
3,,What is the significance of weights in a feedforward neural network?,/questions/94/what-is-the-significance-of-weights-in-a-feedforward-neural-network,"feedforward,fnn"
3,,What is the significance of weights in a feedforward neural network?,/questions/94/what-is-the-significance-of-weights-in-a-feedforward-neural-network,"feedforward,fnn"
1,,Is it possible to cheat facial recognition algorithm?,/questions/1493/is-it-possible-to-cheat-facial-recognition-algorithm,"conv-neural-network,facial-recognition"
3,,How can artificial intelligence (including deep learning algorithms) find suspicious patterns in the body’s biochemistry?,/questions/1614/how-can-artificial-intelligence-including-deep-learning-algorithms-find-suspic,"deep-learning,healthcare,learning-algorithms,biochemistry"
0,,How does 'Bright score' assess how strong the connection is between users and their jobs?,/questions/1686/how-does-bright-score-assess-how-strong-the-connection-is-between-users-and-th,"social,scoring,big-data"
1,,Would ever AI replace pilots on commercial flights? [closed],/questions/1308/would-ever-ai-replace-pilots-on-commercial-flights,aviation
2,,Are there any learning algorithms as powerful as “deep” architectures?,/questions/1384/are-there-any-learning-algorithms-as-powerful-as-deep-architectures,"deep-network,comparison,architecture"
1,,What are good APIs out there for (untrained) intent detection? [closed],/questions/1611/what-are-good-apis-out-there-for-untrained-intent-detection,"intent,apis"
4,4,What methods could an AI caught in a box use to get out?,/questions/1794/what-methods-could-an-ai-caught-in-a-box-use-to-get-out,ai-box
0,,What are the most challenging tasks aiming to achieve the lowest error rate?,/questions/1392/what-are-the-most-challenging-tasks-aiming-to-achieve-the-lowest-error-rate,"image-recognition,deep-learning,datasets,benchmarking"
1,,"How would we know if AI development will continue to be multipolar, or will become monolithic?",/questions/221/how-would-we-know-if-ai-development-will-continue-to-be-multipolar-or-will-beco,"research,ai-community"
8,4,Does the Chinese Room argument hold against AI?,/questions/123/does-the-chinese-room-argument-hold-against-ai,"philosophy,chinese-room"
0,,Which cellular automaton model is more efficient? Squares or hexagonal?,/questions/136/which-cellular-automaton-model-is-more-efficient-squares-or-hexagonal,"neumann,cellular-automaton,efficiency,codi,snn"
0,,Were there any attempts to create a global decentralized AI? [duplicate],/questions/1477/were-there-any-attempts-to-create-a-global-decentralized-ai,"cloud,distributed-computing"
2,,What is the difference between Artificial Intelligence and Cognitive Science?,/questions/1847/what-is-the-difference-between-artificial-intelligence-and-cognitive-science,"terminology,cognitive-science"
0,2,What are the most pressing fundamental questions and gaps in AI research? [closed],/questions/1433/what-are-the-most-pressing-fundamental-questions-and-gaps-in-ai-research,"research,ethics,social,reasoning"
0,2,Are Convolutional Neural Networks better than existing image recognition libraries that don't use CNNs?,/questions/1982/are-convolutional-neural-networks-better-than-existing-image-recognition-librari,"image-recognition,comparison,cnn"
8,,Could a Boltzmann machine store more patterns than a Hopfield net?,/questions/1525/could-a-boltzmann-machine-store-more-patterns-than-a-hopfield-net,"neural-networks,comparison,recurrent-neural-networks,associative-memory"
5,,References for continuous state/action spaces MDPs and Reinforcement Learning?,/questions/1733/references-for-continuous-state-action-spaces-mdps-and-reinforcement-learning,"research,reinforcement-learning,control-problem,reference-request"
0,,Which cellular automaton model is more efficient? Squares or hexagonal?,/questions/136/which-cellular-automaton-model-is-more-efficient-squares-or-hexagonal,"neumann,cellular-automaton,efficiency,codi,snn"
1,,Are ANNs just highly distributed lossy compression schemes?,/questions/1895/are-anns-just-highly-distributed-lossy-compression-schemes,"neural-networks,lossy-compression,compression"
4,1,How does Wit.ai convert sentences into structured data?,/questions/1685/how-does-wit-ai-convert-sentences-into-structured-data,"language-processing,nlp,structured-data,wit.ai,voice-recognition"
1,,How exactly does a validation data-set work work in machine learning? [closed],/questions/1472/how-exactly-does-a-validation-data-set-work-work-in-machine-learning,"machine-learning,nearest-neighbor,linear-regression,validation-set"
4,1,How does Wit.ai convert sentences into structured data?,/questions/1685/how-does-wit-ai-convert-sentences-into-structured-data,"language-processing,nlp,structured-data,wit.ai,voice-recognition"
3,3,Has an AI ever solved a detective mystery?,/questions/241/has-an-ai-ever-solved-a-detective-mystery,"natural-language,problem-solving,world-knowledge"
7,,How can I plan the topology of a neural network for a given “random” problem?,/questions/1391/how-can-i-plan-the-topology-of-a-neural-network-for-a-given-random-problem,"neural-networks,topology"
4,,Is it possible to train the neural network to solve math equations?,/questions/154/is-it-possible-to-train-the-neural-network-to-solve-math-equations,"neural-networks,computing,math,spatial-cognition"
1,,How can we build a word vector for a language?,/questions/180/how-can-we-build-a-word-vector-for-a-language,"algorithm,nlp,wordvector"
5,,Has any research been done on DNN Music?,/questions/1360/has-any-research-been-done-on-dnn-music,"deep-network,machine-learning,music,sound"
1,1,Are there emergent models of time in robots?,/questions/184/are-there-emergent-models-of-time-in-robots,"knowledge-representation,time,embodied-cognition,grounded-cognition,emergence"
1,1,How can thought vectors be used outside of an Artificial Neural Network (ANN) context?,/questions/1775/how-can-thought-vectors-be-used-outside-of-an-artificial-neural-network-ann-co,"neural-networks,gofai,logic,thought-vectors"
0,,Which techniques can achieve neural doodle in real-time?,/questions/1537/which-techniques-can-achieve-neural-doodle-in-real-time,"research,algorithm,real-time,neural-doodle,texture-synthesis"
2,1,Can abstractive summarization be achieved using neural networks?,/questions/207/can-abstractive-summarization-be-achieved-using-neural-networks,"neural-networks,natural-language,text-summarization"
1,,In LSTM text generation can low amount of training data be compensated?,/questions/1484/in-lstm-text-generation-can-low-amount-of-training-data-be-compensated,"datasets,lstm,text-generation"
10,,"What limits, if any, does the halting problem put on Artificial Intelligence?",/questions/148/what-limits-if-any-does-the-halting-problem-put-on-artificial-intelligence,"halting-problem,turing-machine"
4,1,How could AI be used to augment human biological intelligence?,/questions/224/how-could-ai-be-used-to-augment-human-biological-intelligence,"cyborg,transhuman"
0,,Heuristic search in mdps reference [closed],/questions/2142/heuristic-search-in-mdps-reference,"reinforcement-learning,heuristics,markov-chain,probabilistic"
1,2,AI Completeness - Testing,/questions/2145/ai-completeness-testing,"machine-learning,deep-learning,learning-theory,incompleteness-theorems"
2,4,Asking for references regarding the question “Is a concept of personality useful for Strong AGI?”,/questions/1593/asking-for-references-regarding-the-question-is-a-concept-of-personality-useful,"philosophy,strong-ai,ai-design,human-inspired"
4,2,What is a Markov chain and how can it be used in creating artificial intelligence?,/questions/37/what-is-a-markov-chain-and-how-can-it-be-used-in-creating-artificial-intelligenc,"genetic-algorithms,markov-chain,probabilistic"
4,,How does Lucas's argument work?,/questions/120/how-does-lucass-argument-work,"philosophy,incompleteness-theorems"
3,3,Could curiosity improve artificial intelligence?,/questions/1544/could-curiosity-improve-artificial-intelligence,human-inspired
1,1,What AI concept is behind the Mars Exploration Rover (MER)?,/questions/1955/what-ai-concept-is-behind-the-mars-exploration-rover-mer,"control-problem,robotics,nasa"
5,,References for continuous state/action spaces MDPs and Reinforcement Learning?,/questions/1733/references-for-continuous-state-action-spaces-mdps-and-reinforcement-learning,"research,reinforcement-learning,control-problem,reference-request"
0,,How can generalization error be estimated?,/questions/50/how-can-generalization-error-be-estimated,"deep-network,generalization"
2,2,"In 2016, can $1000.00 buy enough operations per second to be approximately equal to the computational power of a human brain?",/questions/2170/in-2016-can-1000-00-buy-enough-operations-per-second-to-be-approximately-equal,hypercomputation
2,,How can fuzzy logic be used in creating AI?,/questions/118/how-can-fuzzy-logic-be-used-in-creating-ai,fuzzy-logic
4,,"Given unlimited time and a perfect fitness function, could a genetic program solve any problem?",/questions/2087/given-unlimited-time-and-a-perfect-fitness-function-could-a-genetic-program-sol,genetic-programming
2,2,Does a quantum computer resolve the halting problem and would that advance strong AI? [duplicate],/questions/186/does-a-quantum-computer-resolve-the-halting-problem-and-would-that-advance-stron,"quantum-computing,halting-problem,strong-ai"
3,,How can artificial intelligence (including deep learning algorithms) find suspicious patterns in the body’s biochemistry?,/questions/1614/how-can-artificial-intelligence-including-deep-learning-algorithms-find-suspic,"deep-learning,healthcare,learning-algorithms,biochemistry"
0,,Steps to learn Artificial Intelligence for beginners [closed],/questions/1913/steps-to-learn-artificial-intelligence-for-beginners,"machine-learning,self-learning,learning-algorithms,ultraintelligent-machine"
