votes,no_answers,questions,links,tags
5,,Can visible wavelength spectroscopy study an exoplanet's chemical composition directly?,/questions/13934/can-visible-wavelength-spectroscopy-study-an-exoplanets-chemical-composition-di,"exoplanet,spectroscopy"
2,,Would all neutron stars inevitably collapse into black holes due to quantum tunneling?,/questions/12919/would-all-neutron-stars-inevitably-collapse-into-black-holes-due-to-quantum-tunn,"black-hole,neutron-star"
3,,What are the implications if the Sun was formed in a warm nebula?,/questions/12390/what-are-the-implications-if-the-sun-was-formed-in-a-warm-nebula,"temperature,formation,nebula,hydrogen,67p"
11,,Why is the Moon receding from the Earth due to tides? Is this typical for other moons?,/questions/420/why-is-the-moon-receding-from-the-earth-due-to-tides-is-this-typical-for-other,"the-moon,orbit,earth"
0,,Cosmological deflation?,/questions/10630/cosmological-deflation,cosmological-inflation
7,,Why does the Hertzsprung–Russell diagram's x-axis go from large temperatures to lower?,/questions/12293/why-does-the-hertzsprung-russell-diagrams-x-axis-go-from-large-temperatures-to,"history,luminosity,classification,observational-astronomy"
0,,How do i get focussed images with my T-adaptor and 6mm eyepeice?,/questions/14549/how-do-i-get-focussed-images-with-my-t-adaptor-and-6mm-eyepeice,astrophotography
7,,Why do black holes have jets and accretion disks?,/questions/809/why-do-black-holes-have-jets-and-accretion-disks,"black-hole,supermassive-black-hole"
2,,Do planetary radio frequency change upon alignments?,/questions/5917/do-planetary-radio-frequency-change-upon-alignments,"planet,radio-astronomy"
5,,What is the orientation of planetary orbits?,/questions/1940/what-is-the-orientation-of-planetary-orbits,"orbit,planet"
4,,Are many exoplanets synchronously tidally locked like Mercury?,/questions/1797/are-many-exoplanets-synchronously-tidally-locked-like-mercury,"exoplanet,tidal-forces,mercury"
5,1,Wouldn't the rings of Saturn experience tidal effect?,/questions/10479/wouldnt-the-rings-of-saturn-experience-tidal-effect,"gravity,saturn,tidal-forces,natural-satellites,planetary-ring"
7,,Why do the planets in the Solar system stay in the same orbital plane?,/questions/1095/why-do-the-planets-in-the-solar-system-stay-in-the-same-orbital-plane,"solar-system,planet"
6,,How does light affect the universe?,/questions/1333/how-does-light-affect-the-universe,"gravity,universe,light"
4,1,What will New Horizons be able to say about a magnetic field at Pluto?,/questions/8081/what-will-new-horizons-be-able-to-say-about-a-magnetic-field-at-pluto,"magnetic-field,pluto,charon"
2,,What is Color Index?,/questions/12509/what-is-color-index,observational-astronomy
5,,Python 2D Jean Instability in Spiral Galaxy Simulation,/questions/7780/python-2d-jean-instability-in-spiral-galaxy-simulation,galactic-dynamics
5,,why do we look at dark energy as an energy?,/questions/7696/why-do-we-look-at-dark-energy-as-an-energy,dark-energy
1,,Is it possible for a star to orbit a planet?,/questions/8396/is-it-possible-for-a-star-to-orbit-a-planet,"star,orbit,gas-giants"
4,,How do you calculate length of day in a multiple-star system?,/questions/11054/how-do-you-calculate-length-of-day-in-a-multiple-star-system,"solar-system,positional-astronomy"
3,,.2015: When last did both New/Full moon in a fort-night cause an Eclipse?,/questions/10216/2015-when-last-did-both-new-full-moon-in-a-fort-night-cause-an-eclipse,"solar-eclipse,lunar-eclipse"
2,,How do stars or galaxies get their spin?,/questions/8681/how-do-stars-or-galaxies-get-their-spin,"star,galaxy,rotation,protostar"
3,,How do we convert other waves of the EMS to visible light?,/questions/11026/how-do-we-convert-other-waves-of-the-ems-to-visible-light,"telescope,radio-astronomy,wavelength"
6,1,Orbital resonances and position of planets,/questions/10114/orbital-resonances-and-position-of-planets,"orbit,exoplanet,planetary-formation,orbital-migration"
3,2,Is our universe included inside a black hole?,/questions/10921/is-our-universe-included-inside-a-black-hole,"black-hole,universe"
4,,Pulsation Modes of Cepheids,/questions/2503/pulsation-modes-of-cepheids,"galaxy,stellar-evolution,star-systems,stellar-dynamics,cepheids"
10,,Why do stars become red giants?,/questions/1961/why-do-stars-become-red-giants,"sun,red-giant,stellar-evolution"
0,,Can an observer on Earth only see half of the sky?,/questions/8267/can-an-observer-on-earth-only-see-half-of-the-sky,observation
5,1,Why do some artificial satellites decrease and increase in brightness multiple times?,/questions/11375/why-do-some-artificial-satellites-decrease-and-increase-in-brightness-multiple-t,"earth,observation,light,satellite"
7,,Can you explain the pattern of Hill sphere sizes of the objects of the Solar system?,/questions/6343/can-you-explain-the-pattern-of-hill-sphere-sizes-of-the-objects-of-the-solar-sys,"orbit,gravity,natural-satellites"
0,,Stellar data for data mining [closed],/questions/13886/stellar-data-for-data-mining,"star,data-analysis"
4,,How long does an over contact binary star system last?,/questions/12267/how-long-does-an-over-contact-binary-star-system-last,"stellar-evolution,binary-star"
0,,Bright lines in a continuum spectrum,/questions/13672/bright-lines-in-a-continuum-spectrum,spectroscopy
1,,What is the difference between a neutron star and a white dwarf?,/questions/12901/what-is-the-difference-between-a-neutron-star-and-a-white-dwarf,"neutron-star,white-dwarf"
4,1,What is the temperature on surface of Pluto facing Sun?,/questions/12243/what-is-the-temperature-on-surface-of-pluto-facing-sun,"pluto,temperature,surface"
15,,Does the Moon have any oxygen in its atmosphere?,/questions/349/does-the-moon-have-any-oxygen-in-its-atmosphere,"the-moon,atmosphere"
1,1,"Were magnetic monopoles created before, during or after inflation?",/questions/10565/were-magnetic-monopoles-created-before-during-or-after-inflation,"cosmology,cosmological-inflation"
1,,Which stars have been named after astronomers?,/questions/12240/which-stars-have-been-named-after-astronomers,"star,history,naming"
0,,How accurately can you tell the time using a photo of the stars?,/questions/14497/how-accurately-can-you-tell-the-time-using-a-photo-of-the-stars,"astrophotography,date-time"
19,,How does neutron star collapse into black hole?,/questions/748/how-does-neutron-star-collapse-into-black-hole,"black-hole,neutron-star,astrophysics"
11,,Is it Possible for Planetary Bodies To Exist In Close Proximity Without Adverse Effects?,/questions/4852/is-it-possible-for-planetary-bodies-to-exist-in-close-proximity-without-adverse,planet
3,,Apogalacticon and Perigalacticon,/questions/1895/apogalacticon-and-perigalacticon,"orbit,sun,galaxy"
5,,Could something temporarily break the Moon's tidal lock?,/questions/1293/could-something-temporarily-break-the-moons-tidal-lock,"the-moon,earth,tidal-forces"
2,,What is the Northernmost Latitude of Saturn?,/questions/10227/what-is-the-northernmost-latitude-of-saturn,"saturn,positional-astronomy"
6,1,Source of T Tauri wind?,/questions/1075/source-of-t-tauri-wind,"solar-system,solar-wind,protostar"
9,,How does gravity affect the wavelength of light?,/questions/1330/how-does-gravity-affect-the-wavelength-of-light,"gravity,redshift"
1,1,Jupiter's magnetosphere interacts with the one from Saturn?,/questions/2284/jupiters-magnetosphere-interacts-with-the-one-from-saturn,"jupiter,magnetic-field,saturn"
1,1,Which are the best American universities/colleges for observational astronomy? [closed],/questions/12332/which-are-the-best-american-universities-colleges-for-observational-astronomy,observational-astronomy
12,3,Questions about spiral galaxy arms,/questions/6232/questions-about-spiral-galaxy-arms,"galaxy,galactic-dynamics"
3,,How can light reach us from 14 billion light years away?,/questions/6397/how-can-light-reach-us-from-14-billion-light-years-away,"light,dark-energy"
13,4,Is Jupiter made entirely out of gas?,/questions/8251/is-jupiter-made-entirely-out-of-gas,"gravity,jupiter,mass,gas-giants,core"
1,3,Calculate time when star is above altitude 30°,/questions/10904/calculate-time-when-star-is-above-altitude-30,"observation,fundamental-astronomy,positional-astronomy"
2,,How rare are earth-like solar eclipses?,/questions/10208/how-rare-are-earth-like-solar-eclipses,solar-eclipse
1,,How to complete the Hipparcos Catalog?,/questions/8673/how-to-complete-the-hipparcos-catalog,star
1,,Why does the focal length of a telescope have an effect on the magnification?,/questions/10988/why-does-the-focal-length-of-a-telescope-have-an-effect-on-the-magnification,"telescope,newtonian-telescope"
2,,Could we detect an earth-like planet around another star?,/questions/10112/could-we-detect-an-earth-like-planet-around-another-star,"exoplanet,earth-like-planet"
2,,Is mass+energy conserved when a new universe forms inside a black hole?,/questions/10879/is-massenergy-conserved-when-a-new-universe-forms-inside-a-black-hole,"black-hole,universe,cosmology,big-bang-theory"
7,2,How do scientists know there are about 300 billion stars in a galaxy and there are about 100 billion galaxies?,/questions/1083/how-do-scientists-know-there-are-about-300-billion-stars-in-a-galaxy-and-there-a,"galaxy,star-systems"
3,,Apogalacticon and Perigalacticon,/questions/1895/apogalacticon-and-perigalacticon,"orbit,sun,galaxy"
0,1,Where can I find the image of MY Camelopardalis?,/questions/8225/where-can-i-find-the-image-of-my-camelopardalis,observation
1,1,How significant is a planet's density to the formation of life?,/questions/11309/how-significant-is-a-planets-density-to-the-formation-of-life,"planet,earth,earth-like-planet,geology"
8,,The Existence of Natural Satellites in Geostationary Orbits,/questions/6188/the-existence-of-natural-satellites-in-geostationary-orbits,"orbit,natural-satellites"
0,,Is there sufficient evidence to confirm additional Planet in solar system,/questions/13522/is-there-sufficient-evidence-to-confirm-additional-planet-in-solar-system,"solar-system,sun,planet,comets,data-analysis"
4,,Double Planet Orbiting Wide Binary Star?,/questions/12041/double-planet-orbiting-wide-binary-star,binary-star
1,,What would we not know without spectroscopy?,/questions/13643/what-would-we-not-know-without-spectroscopy,spectroscopy
2,,"If any object could become a black hole, could any object become a neutron star?",/questions/12646/if-any-object-could-become-a-black-hole-could-any-object-become-a-neutron-star,"star,gravity,black-hole,neutron-star,electron"
1,1,Is a supernova's core temperature absolute zero just before collapse?,/questions/12206/is-a-supernovas-core-temperature-absolute-zero-just-before-collapse,"supernova,temperature"
14,,Have we ever observed a large meteor hit the Moon?,/questions/348/have-we-ever-observed-a-large-meteor-hit-the-moon,"the-moon,meteor,meteorite"
2,2,Was the Universe expanding before the beginning of inflation?,/questions/10526/was-the-universe-expanding-before-the-beginning-of-inflation,"big-bang-theory,expansion,cosmological-inflation"
3,,How many constellations in the Zodiac?,/questions/11997/how-many-constellations-in-the-zodiac,"history,constellations,terminology"
1,2,Photodetector Question: Does converting an RGB image to grayscale produce the same result as using a grayscale image detector?,/questions/14340/photodetector-question-does-converting-an-rgb-image-to-grayscale-produce-the-sa,"astrophotography,spectrometry"
11,1,Which came first: black holes or galaxies?,/questions/716/which-came-first-black-holes-or-galaxies,"black-hole,cosmology"
7,,Are there large underground caverns on Mars?,/questions/4771/are-there-large-underground-caverns-on-mars,"planet,mars"
0,,Earth's gravitational pull on ISS,/questions/1888/earths-gravitational-pull-on-iss,"orbit,gravity,astrophysics"
12,1,How was Io not torn apart by tidal forces during its formation?,/questions/1051/how-was-io-not-torn-apart-by-tidal-forces-during-its-formation,"orbit,jupiter,volcanism,tidal-forces"
1,,Which eyepieces I can use it for best viewing experience using my exisiting telescope?,/questions/8888/which-eyepieces-i-can-use-it-for-best-viewing-experience-using-my-exisiting-tele,"the-moon,jupiter,mars,saturn,nebula"
9,1,Finding the solar noon based on longitude and latitude?,/questions/800/finding-the-solar-noon-based-on-longitude-and-latitude,"the-moon,solar-system,sun"
6,1,What Is The Great Attractor?,/questions/1287/what-is-the-great-attractor,gravity
3,,If the moon still had a magnetic field how long would have been possible to keep an atmosphere?,/questions/2283/if-the-moon-still-had-a-magnetic-field-how-long-would-have-been-possible-to-keep,"the-moon,gravity,atmosphere,magnetic-field"
7,,Why does the Hertzsprung–Russell diagram's x-axis go from large temperatures to lower?,/questions/12293/why-does-the-hertzsprung-russell-diagrams-x-axis-go-from-large-temperatures-to,"history,luminosity,classification,observational-astronomy"
9,2,Are there a lot of collisions between stars in the core of the galaxy?,/questions/4774/are-there-a-lot-of-collisions-between-stars-in-the-core-of-the-galaxy,"star,galaxy,galactic-dynamics,eccentric-orbit"
5,1,Is dark energy constant?,/questions/4857/is-dark-energy-constant,"expansion,cosmological-inflation,dark-energy"
8,,What is the long term fate of the gas giants?,/questions/7970/what-is-the-long-term-fate-of-the-gas-giants,gas-giants
1,,If conjuncting planets are 1/3° apart (geocentric) at 15° elongation how low could the elongation at closest approach be?,/questions/10705/if-conjuncting-planets-are-1-3-apart-geocentric-at-15-elongation-how-low-cou,positional-astronomy
5,1,Is stacking welder's glasses a safe way to watch at the eclipse?,/questions/10204/is-stacking-welders-glasses-a-safe-way-to-watch-at-the-eclipse,"observation,amateur-observing,solar-eclipse"
6,2,Is there any planet/star bigger than VY Canis Majoris?,/questions/8618/is-there-any-planet-star-bigger-than-vy-canis-majoris,star
3,,Is the angular resolution of a telescope irrespective of used eye-piece?,/questions/10958/is-the-angular-resolution-of-a-telescope-irrespective-of-used-eye-piece,"telescope,binary-star,newtonian-telescope,angular-resolution"
6,,Is there any way a planet could form independent of a star?,/questions/10109/is-there-any-way-a-planet-could-form-independent-of-a-star,"exoplanet,planetary-formation"
1,,Calculating the age of the universe,/questions/10677/calculating-the-age-of-the-universe,"universe,big-bang-theory"
9,,Sources of Turbulence in the ISM,/questions/721/sources-of-turbulence-in-the-ism,"star-systems,interstellar-medium,turbulence"
4,,Do telescopes harm while observing sun through them?,/questions/1882/do-telescopes-harm-while-observing-sun-through-them,"sun,telescope"
7,,What it would look like to observe people with a different time flows?,/questions/8136/what-it-would-look-like-to-observe-people-with-a-different-time-flows,"gravity,universe,observation,space-time,general-relativity"
0,,How can they tell no asteriods will hit earth in the next hundreds years?,/questions/11295/how-can-they-tell-no-asteriods-will-hit-earth-in-the-next-hundreds-years,"earth,asteroids"
3,,Could a habitable satellite of a gas giant have a stable subsatellite?,/questions/5990/could-a-habitable-satellite-of-a-gas-giant-have-a-stable-subsatellite,"orbit,natural-satellites"
6,,Acquirable Raw Data in Amateur Astrophotography,/questions/12329/acquirable-raw-data-in-amateur-astrophotography,"amateur-observing,history,data-analysis,astrophotography"
5,2,Why are so many sun-like stars found in multiple systems? How do planets form in such a situation?,/questions/11493/why-are-so-many-sun-like-stars-found-in-multiple-systems-how-do-planets-form-in,"exoplanet,binary-star"
0,,Convert axis display in ds9,/questions/13642/convert-axis-display-in-ds9,"spectroscopy,ds9,python"
1,,"If there are neutron stars, would most stars be considered “proton stars”?",/questions/12645/if-there-are-neutron-stars-would-most-stars-be-considered-proton-stars,"star,sun,neutron-star,hydrogen,astrochemistry"
2,,What is the highest recorded temperature in space,/questions/11623/what-is-the-highest-recorded-temperature-in-space,temperature
11,,"If the moon wasn't receding from Earth, what would be the impact on the weather and tides?",/questions/334/if-the-moon-wasnt-receding-from-earth-what-would-be-the-impact-on-the-weather,"the-moon,earth"
1,1,What do cosmologists mean when they talk about “the running of the spectral index”?,/questions/10158/what-do-cosmologists-mean-when-they-talk-about-the-running-of-the-spectral-inde,"cosmology,cosmological-inflation,cmb"
1,,"I'm making a presentation for a planetarium, any topic ideas? [closed]",/questions/11996/im-making-a-presentation-for-a-planetarium-any-topic-ideas,"solar-system,history"
1,,Why are radar images of comets shaded only on one side?,/questions/14332/why-are-radar-images-of-comets-shaded-only-on-one-side,"comets,astrophotography,radar"
8,,Why don't Neutron Stars form event horizon?,/questions/700/why-dont-neutron-stars-form-event-horizon,"black-hole,neutron-star"
5,1,Any cheap (less than 100 euro) telescope for observing Jupiter? [closed],/questions/3714/any-cheap-less-than-100-euro-telescope-for-observing-jupiter,"planet,telescope"
3,,Satellite's orbit,/questions/1884/satellites-orbit,"orbit,gravity,astrophysics"
7,1,How much of an effect does the moon have on Earth's liquid mantle?,/questions/757/how-much-of-an-effect-does-the-moon-have-on-earths-liquid-mantle,"the-moon,earth,tidal-forces"
1,2,Why are gas giants colored the way they are?,/questions/8778/why-are-gas-giants-colored-the-way-they-are,"solar-system,jupiter,gas-giants,saturn,uranus"
7,1,What does observational evidence say about the number of protoplanets believed to exist in the early solar system?,/questions/793/what-does-observational-evidence-say-about-the-number-of-protoplanets-believed-t,"solar-system,formation"
10,,What was the length of year 1 million years back?,/questions/1201/what-was-the-length-of-year-1-million-years-back,"solar-system,gravity,newtonian-gravity"
12,1,Magnetic fields of peculiar HgMn A type stars,/questions/1438/magnetic-fields-of-peculiar-hgmn-a-type-stars,"star,magnetic-field"
1,,Uncertainty in the FWHM (IRAF),/questions/12212/uncertainty-in-the-fwhm-iraf,"software,observational-astronomy"
3,,Could dark energy be negative gravity?,/questions/3715/could-dark-energy-be-negative-gravity,"gravity,dark-energy,galactic-dynamics,intergalactic-space,antimatter"
5,,Dark Energy Expansion,/questions/4719/dark-energy-expansion,"gravity,expansion,redshift,cosmological-inflation,dark-energy"
4,,Planetary gas giants,/questions/6477/planetary-gas-giants,"planet,gas-giants"
0,,SDSS: Inclination of a Field?,/questions/10391/sdss-inclination-of-a-field,"positional-astronomy,sky-survey"
4,,Solar Eclipses for dummies: Step 1 - moon equatorial orbit around a planet without axial tilt,/questions/8864/solar-eclipses-for-dummies-step-1-moon-equatorial-orbit-around-a-planet-witho,"solar-eclipse,lunar-eclipse"
3,,Why stars are named Gliese?,/questions/8519/why-stars-are-named-gliese,"star,exoplanet,naming"
3,1,I'm having trouble achieving sharp telescope focus,/questions/10957/im-having-trouble-achieving-sharp-telescope-focus,"telescope,collimation"
11,,Statistics of elements abundance in exoplanets,/questions/10097/statistics-of-elements-abundance-in-exoplanets,"exoplanet,terrestrial-planets,chemistry"
4,,"When the universe expands does it create new space, matter, or something else?",/questions/10538/when-the-universe-expands-does-it-create-new-space-matter-or-something-else,"universe,space,expansion,matter"
5,1,Who or what will the Arecibo message reach?,/questions/689/who-or-what-will-the-arecibo-message-reach,"star-systems,messier-catalog,star-cluster"
3,1,How to get the longitude/latitude from solar zenith/azimuth?,/questions/1855/how-to-get-the-longitude-latitude-from-solar-zenith-azimuth,sun
42,,How does the Earth move in the sky as seen from the Moon?,/questions/8100/how-does-the-earth-move-in-the-sky-as-seen-from-the-moon,"the-moon,earth,observation,orbital-elements"
5,,How long until the Earth and Moon become a binary planet?,/questions/11246/how-long-until-the-earth-and-moon-become-a-binary-planet,"the-moon,gravity,earth"
4,1,Movement of the satellites of the planets . . .,/questions/2152/movement-of-the-satellites-of-the-planets,"planet,natural-satellites"
3,,Annual path polar chart for a star,/questions/12222/annual-path-polar-chart-for-a-star,"amateur-observing,data-analysis,constellations"
9,1,Orbits in a binary star system,/questions/11389/orbits-in-a-binary-star-system,"orbit,binary-star"
5,1,How do you estimate the error on the height/width of a Gaussian?,/questions/12726/how-do-you-estimate-the-error-on-the-height-width-of-a-gaussian,"spectroscopy,spectra"
4,,Why is metallicity important in the death of stars?,/questions/12039/why-is-metallicity-important-in-the-death-of-stars,"star,black-hole,mass,stellar-evolution,neutron-star"
1,,What is space temperature around Earth?,/questions/11466/what-is-space-temperature-around-earth,"solar-system,temperature,radiation,habitable-zone,radiative-transfer"
11,1,What is the current theory for the formation of the Earth's Moon?,/questions/279/what-is-the-current-theory-for-the-formation-of-the-earths-moon,"the-moon,earth"
1,3,What is our universe expanding into?,/questions/9921/what-is-our-universe-expanding-into,"general-relativity,cosmological-inflation"
3,,"Before Voyager 2, what were the highest quality photos of Uranus and Neptune?",/questions/11414/before-voyager-2-what-were-the-highest-quality-photos-of-uranus-and-neptune,"history,neptune,uranus"
5,,Are all the photos of the universe really so colorful or is it just visual effects that are added later?,/questions/14189/are-all-the-photos-of-the-universe-really-so-colorful-or-is-it-just-visual-effec,astrophotography
6,,Why do X-ray binaries such as GRS-1915 have active and quiet states?,/questions/528/why-do-x-ray-binaries-such-as-grs-1915-have-active-and-quiet-states,"black-hole,binary-star"
1,,"Is Mars visible from naked-eye from Michigan (47N, 88W) these days?",/questions/3692/is-mars-visible-from-naked-eye-from-michigan-47n-88w-these-days,"planet,mars"
3,,Locate asteroid in asteroid belt,/questions/1872/locate-asteroid-in-asteroid-belt,orbit
3,,Day and night temperature on an earthlike planet with longer rotational period [closed],/questions/643/day-and-night-temperature-on-an-earthlike-planet-with-longer-rotational-period,"the-moon,earth,temperature,tidal-forces"
7,1,What's special about Saturn that it has distinctive rings?,/questions/8637/whats-special-about-saturn-that-it-has-distinctive-rings,"formation,saturn,planetary-ring,planetary-formation"
8,,What effects do other planets have on the solar system?,/questions/762/what-effects-do-other-planets-have-on-the-solar-system,"solar-system,planet"
6,,If the hammer and feather move at the same speed why do comet and the tail particles move at different speeds?,/questions/1165/if-the-hammer-and-feather-move-at-the-same-speed-why-do-comet-and-the-tail-parti,"gravity,comets"
8,1,How can only 1 magnetic pole of the Sun change at a time?,/questions/973/how-can-only-1-magnetic-pole-of-the-sun-change-at-a-time,"sun,magnetic-field"
0,,Questions about terminology used for Mars and its moons,/questions/12107/questions-about-terminology-used-for-mars-and-its-moons,"planet,fundamental-astronomy,terminology,observational-astronomy"
3,,What is $v_{GSR}$,/questions/3606/what-is-v-gsr,"galactic-dynamics,velocity"
3,,Could dark energy be negative gravity?,/questions/3715/could-dark-energy-be-negative-gravity,"gravity,dark-energy,galactic-dynamics,intergalactic-space,antimatter"
3,1,Why natural satellites (moons) of all Planets are Solid?,/questions/6420/why-natural-satellites-moons-of-all-planets-are-solid,"solar-system,natural-satellites,gas-giants"
1,2,Find constellation over Earth coordinates on a specific date-time,/questions/10262/find-constellation-over-earth-coordinates-on-a-specific-date-time,"star,constellations,date-time,positional-astronomy"
2,,Why isn't the moon dark in a solar eclipse?,/questions/8096/why-isnt-the-moon-dark-in-a-solar-eclipse,solar-eclipse
2,2,Quantum death of stars,/questions/8472/quantum-death-of-stars,"star,supernova"
2,,Do Noctilucent clouds cause problems with telescopes?,/questions/10953/do-noctilucent-clouds-cause-problems-with-telescopes,"telescope,light-pollution"
2,,Exoplanet Temperature Calculations,/questions/10013/exoplanet-temperature-calculations,exoplanet
9,2,Does the mass of the observable universe ever change?,/questions/10374/does-the-mass-of-the-observable-universe-ever-change,"universe,mass"
7,2,Did the Late Heavy Bombardment Period Happen Because of a Stellar System Collision?,/questions/533/did-the-late-heavy-bombardment-period-happen-because-of-a-stellar-system-collisi,"solar-system,planet,impact,star-systems"
5,,What method is used to calculate the 'quality' of a solar/planetary image?,/questions/1786/what-method-is-used-to-calculate-the-quality-of-a-solar-planetary-image,"the-moon,planet,sun,astrophotography,algorithm"
2,,Where is the center point for the Supergalactic coordinate system?,/questions/7946/where-is-the-center-point-for-the-supergalactic-coordinate-system,observation
2,1,What will the last days of Earth be like?,/questions/11200/what-will-the-last-days-of-earth-be-like,"sun,planet,earth"
15,,Will Saturn's rings become a moon?,/questions/1509/will-saturns-rings-become-a-moon,"gravity,formation,natural-satellites,saturn,planetary-ring"
0,,Correlation of planet sizes with star sizes?,/questions/11801/correlation-of-planet-sizes-with-star-sizes,"data-analysis,kepler"
3,,Is the angular resolution of a telescope irrespective of used eye-piece?,/questions/10958/is-the-angular-resolution-of-a-telescope-irrespective-of-used-eye-piece,"telescope,binary-star,newtonian-telescope,angular-resolution"
4,1,What is an “arc” spectrum ?,/questions/12722/what-is-an-arc-spectrum,"observation,amateur-observing,spectroscopy,spectra"
4,2,"When a neutron star accretes matter, will its mass increase?",/questions/11717/when-a-neutron-star-accretes-matter-will-its-mass-increase,"neutron-star,accretion-discs"
2,,Galaxy Cluster Temperature,/questions/11367/galaxy-cluster-temperature,"temperature,cmb,galaxy-cluster"
7,,How does moonrise/moonset azimuth vary with time?,/questions/240/how-does-moonrise-moonset-azimuth-vary-with-time,"the-moon,azimuth"
2,,How long was the hyper inflation phase?,/questions/8781/how-long-was-the-hyper-inflation-phase,cosmological-inflation
1,1,Are lunar occultations visible to the naked eye?,/questions/11317/are-lunar-occultations-visible-to-the-naked-eye,"the-moon,venus,history"
1,2,Dish antenna as parabolic mirror for OPTICAL telescope?,/questions/13954/dish-antenna-as-parabolic-mirror-for-optical-telescope,"telescope,amateur-observing,astrophotography,optics,newtonian-telescope"
10,,Orbiting around a black hole,/questions/500/orbiting-around-a-black-hole,"black-hole,orbit,gravity"
-3,,How many planets do on average different star types support? [closed],/questions/3667/how-many-planets-do-on-average-different-star-types-support,"solar-system,planet"
0,,Asteroids turning out to be Meteorites [closed],/questions/1870/asteroids-turning-out-to-be-meteorites,"orbit,asteroids,meteorite"
1,1,Recent origin of Saturn's rings,/questions/8616/recent-origin-of-saturns-rings,"planet,saturn,planetary-ring"
10,,What reason is there to doubt the existence of the hypothesised planet Tyche in the far distant solar system?,/questions/697/what-reason-is-there-to-doubt-the-existence-of-the-hypothesised-planet-tyche-in,"solar-system,planet,oort-cloud"
5,1,What's the smallest scale at which dark matter has been measured?,/questions/1150/whats-the-smallest-scale-at-which-dark-matter-has-been-measured,"observation,gravity,dark-matter"
31,,Why has Venus's atmosphere not been stripped away by solar wind?,/questions/639/why-has-venuss-atmosphere-not-been-stripped-away-by-solar-wind,"atmosphere,magnetic-field,venus,solar-wind"
3,1,Universal point for sky observation,/questions/11878/universal-point-for-sky-observation,observational-astronomy
10,,Dark Flow: statistical limits on existence,/questions/2549/dark-flow-statistical-limits-on-existence,"gravity,galaxy,cosmology,galactic-dynamics,intergalactic-space"
2,1,Why isn't the dark energy getting decreased?,/questions/2042/why-isnt-the-dark-energy-getting-decreased,dark-energy
3,,"If oxygen was abundant in Neptune, would there be combustion?",/questions/1621/if-oxygen-was-abundant-in-neptune-would-there-be-combustion,"planet,exoplanet,neptune,gas-giants"
2,,What is the Northernmost Latitude of Saturn?,/questions/10227/what-is-the-northernmost-latitude-of-saturn,"saturn,positional-astronomy"
3,,Viewing a solar eclipse through a leafy tree,/questions/7763/viewing-a-solar-eclipse-through-a-leafy-tree,solar-eclipse
4,,"What does designation VY, NML, UU in star names stand for?",/questions/8462/what-does-designation-vy-nml-uu-in-star-names-stand-for,"star,naming"
2,,Photometer vs. CCD-camera,/questions/10952/photometer-vs-ccd-camera,"telescope,astrophotography,photometry"
5,,What astronomical observations would give conclusive proof of alien life?,/questions/8848/what-astronomical-observations-would-give-conclusive-proof-of-alien-life,"planet,exoplanet,extra-terrestrial"
4,2,What could be the utmost lowest temperature in the universe/multiverse?,/questions/10360/what-could-be-the-utmost-lowest-temperature-in-the-universe-multiverse,"universe,temperature,multiverse"
6,,Why Do Planets Revolve Faster When they Are Closer to Their Parent Star?,/questions/508/why-do-planets-revolve-faster-when-they-are-closer-to-their-parent-star,"star-systems,space-time,eccentric-orbit"
4,2,Can looking at the sun through solar viewing eclipse shades everyday harm your eyes?,/questions/1722/can-looking-at-the-sun-through-solar-viewing-eclipse-shades-everyday-harm-your-e,sun
2,1,How many observations does it take to determine the orbit of a TNO,/questions/7888/how-many-observations-does-it-take-to-determine-the-orbit-of-a-tno,"observation,orbital-elements,oort-cloud,kuiper-belt,tno"
1,,what is the time mentioned after date (1962-07-03+02:00) the +02:00? [closed],/questions/11160/what-is-the-time-mentioned-after-date-1962-07-030200-the-0200,"earth,rotation,date-time,clock"
8,1,Is there a pattern between the mass of a body and the mass of orbiting objects around it?,/questions/1098/is-there-a-pattern-between-the-mass-of-a-body-and-the-mass-of-orbiting-objects-a,"the-moon,solar-system,earth,sun,natural-satellites"
1,,Classification of Planets?,/questions/11800/classification-of-planets,"data-analysis,kepler"
2,,How can a supernova affect black hole in a binary system?,/questions/10595/how-can-a-supernova-affect-black-hole-in-a-binary-system,"black-hole,supernova,binary-star"
4,,Why do spectroscopic binaries have approximate circular orbits?,/questions/12643/why-do-spectroscopic-binaries-have-approximate-circular-orbits,"orbit,observation,binary-star,tidal-forces,spectroscopy"
1,,Why do some neutron stars become pulsars? [duplicate],/questions/11386/why-do-some-neutron-stars-become-pulsars,"neutron-star,pulsar"
11,,Is there a limit to how hot a star can be?,/questions/11260/is-there-a-limit-to-how-hot-a-star-can-be,"star,temperature"
12,,Why does the Moon seem larger when it is close to the horizon? [duplicate],/questions/226/why-does-the-moon-seem-larger-when-it-is-close-to-the-horizon,"the-moon,horizon"
4,,Red shifting galaxies,/questions/8116/red-shifting-galaxies,"fundamental-astronomy,redshift,cosmological-inflation,observable-universe,deep-sky-observing"
5,,How did our ancestors discover the Solar System?,/questions/11305/how-did-our-ancestors-discover-the-solar-system,"solar-system,history"
7,,Would Adaptive Optics be Useful in Radio Astronomy?,/questions/13930/would-adaptive-optics-be-useful-in-radio-astronomy,"radio-astronomy,angular-resolution,astrophotography"
